year,id,age,rank,male,run_count,years_since_run,time_in_secs,prev_year
2006,8705,23,234,1,0,-1,12578,-1
2007,8714,56,1852,0,1,1,18789,2006
2006,8714,54,1259,0,0,-1,16299,-1
2010,8717,49,524,1,1,4,13917,2006
2006,8717,49,593,1,0,-1,14010,-1
2006,8719,24,2158,1,0,-1,20728,-1
2009,8719,27,583,1,1,3,13652,2006
2008,8720,40,134,1,1,2,11811,2006
2006,8720,31,99,1,0,-1,11629,-1
2009,8725,47,515,1,1,3,13431,2006
2006,8725,44,308,1,0,-1,12935,-1
2006,8726,45,1020,1,0,-1,15496,-1
2007,8726,46,67,1,1,1,11853,2006
2006,8731,30,329,1,0,-1,13050,-1
2010,8731,34,347,1,1,4,13288,2006
2013,8737,46,2293,0,1,7,14542,2006
2006,8737,40,1342,0,0,-1,16602,-1
2008,8739,60,1247,1,1,2,15701,2006
2009,8739,61,1561,1,2,1,16395,2008
2006,8739,59,1091,1,0,-1,15756,-1
2006,8751,33,1280,0,0,-1,16367,-1
2007,8751,34,779,0,1,1,15136,2006
2011,8754,51,947,1,2,4,14049,2007
2006,8754,46,988,1,0,-1,15351,-1
2012,8754,52,1842,1,3,1,16056,2011
2007,8754,47,457,1,1,1,13977,2006
2014,8754,54,779,1,4,2,14546,2012
2015,8760,20,1110,1,1,9,15149,2006
2006,8760,43,1971,1,0,-1,19485,-1
2006,8769,43,1584,1,0,-1,17466,-1
2010,8769,47,1286,1,1,4,16006,2006
2007,8770,41,646,1,1,1,14625,2006
2006,8770,40,407,1,0,-1,13335,-1
2006,8775,26,681,1,0,-1,14320,-1
2015,8775,35,353,1,1,9,13061,2006
2009,8777,35,1798,0,1,3,17056,2006
2006,8777,32,1380,0,0,-1,16737,-1
2015,8778,40,2516,1,1,9,20832,2006
2006,8778,33,1119,1,0,-1,15853,-1
2007,8783,28,535,1,1,1,14226,2006
2006,8783,26,258,1,0,-1,12714,-1
2009,8786,35,742,1,1,3,14082,2006
2006,8786,36,1039,1,0,-1,15548,-1
2010,8786,36,625,1,2,1,14171,2009
2006,8792,29,2419,1,0,-1,24208,-1
2009,8792,32,1846,1,1,3,17176,2006
2007,8796,69,965,1,1,1,15705,2006
2006,8796,68,690,1,0,-1,14336,-1
2011,8796,73,996,1,5,1,14115,2010
2010,8796,72,674,1,4,1,14279,2009
2012,8796,74,1444,1,6,1,15349,2011
2009,8796,71,616,1,3,1,13732,2008
2008,8796,70,1042,1,2,1,15126,2007
2007,8799,47,1682,1,1,1,17945,2006
2006,8799,46,2005,1,0,-1,19682,-1
2008,8800,29,1387,1,1,2,16062,2006
2006,8800,27,660,1,0,-1,14252,-1
2011,8800,32,309,1,2,3,12381,2008
2006,8803,36,171,1,0,-1,12278,-1
2007,8803,37,140,1,1,1,12473,2006
2013,8804,50,2403,0,1,7,14621,2006
2006,8804,43,866,0,0,-1,14945,-1
2006,8811,37,1078,0,0,-1,15680,-1
2014,8811,45,820,0,1,8,14682,2006
2008,8812,42,778,0,1,2,14271,2006
2006,8812,40,524,0,0,-1,13798,-1
2008,8814,60,2555,1,2,1,21797,2007
2007,8814,59,2254,1,1,1,21345,2006
2006,8814,58,2300,1,0,-1,22122,-1
2006,8820,54,1257,1,0,-1,16296,-1
2008,8820,57,1786,1,1,2,17330,2006
2011,8823,34,219,1,3,3,11962,2008
2006,8823,29,310,1,0,-1,12952,-1
2008,8823,31,114,1,2,1,11673,2007
2007,8823,30,52,1,1,1,11595,2006
2006,8832,39,1112,1,0,-1,15815,-1
2013,8832,46,2763,1,1,7,14867,2006
2006,8837,26,1269,0,0,-1,16345,-1
2007,8837,27,1346,0,1,1,16880,2006
2009,8841,49,1135,1,1,3,15215,2006
2006,8841,46,87,1,0,-1,11494,-1
2011,8847,62,2222,1,1,5,16782,2006
2006,8847,57,320,1,0,-1,12997,-1
2006,8866,50,1355,1,0,-1,16667,-1
2007,8866,51,1590,1,1,1,17650,2006
2008,8867,45,1668,1,2,1,16964,2007
2006,8867,40,1215,1,0,-1,16166,-1
2007,8867,44,1115,1,1,1,16135,2006
2006,8886,45,2030,1,0,-1,19848,-1
2013,8886,31,1057,1,1,7,13387,2006
2008,8889,34,2074,0,1,2,18322,2006
2006,8889,33,1009,0,0,-1,15473,-1
2013,8892,51,2389,1,1,7,14615,2006
2006,8892,44,828,1,0,-1,14830,-1
2006,8899,60,1706,1,0,-1,17957,-1
2007,8899,61,1890,1,1,1,18998,2006
2006,8906,30,437,1,0,-1,13443,-1
2010,8906,34,1472,1,2,2,16441,2008
2012,8906,36,143,1,3,2,11798,2010
2008,8906,32,194,1,1,2,12294,2006
2007,8916,38,2247,0,1,1,21287,2006
2008,8916,39,1687,0,2,1,17022,2007
2006,8916,37,1248,0,0,-1,16273,-1
2015,8927,50,1195,1,2,4,15376,2011
2011,8927,48,1162,1,1,5,14452,2006
2006,8927,43,1641,1,0,-1,17680,-1
2006,8934,27,1999,1,0,-1,19636,-1
2013,8934,35,2773,1,1,7,14873,2006
2007,8946,36,1700,0,1,1,18023,2006
2006,8946,35,1956,0,0,-1,19393,-1
2009,8950,46,1055,1,1,3,15018,2006
2006,8950,43,581,1,0,-1,13967,-1
2008,8955,28,2303,0,1,2,19534,2006
2006,8955,26,2114,0,0,-1,20349,-1
2006,8966,44,152,1,0,-1,12081,-1
2014,8966,53,148,1,2,6,12328,2008
2008,8966,36,2203,1,1,2,18935,2006
2007,8970,25,218,1,1,1,12940,2006
2006,8970,24,788,1,0,-1,14655,-1
2014,8970,32,212,1,3,5,12674,2009
2009,8970,27,238,1,2,2,12487,2007
2014,8974,52,3018,0,5,2,20354,2012
2011,8974,49,2607,0,3,3,17798,2008
2012,8974,50,2233,0,4,1,16871,2011
2008,8974,46,864,0,2,1,14510,2007
2006,8974,44,950,0,0,-1,15251,-1
2007,8974,45,1000,0,1,1,15794,2006
2008,8989,27,2226,1,1,2,19062,2006
2006,8989,25,1609,1,0,-1,17564,-1
2009,8992,35,1253,0,2,2,15518,2007
2006,8992,28,1444,0,0,-1,16951,-1
2007,8992,33,2172,0,1,1,20595,2006
2015,8998,40,1560,0,1,9,16305,2006
2006,8998,35,957,0,0,-1,15260,-1
2006,9011,32,609,1,0,-1,14061,-1
2011,9011,37,642,1,2,4,13444,2007
2007,9011,33,722,1,1,1,14888,2006
2014,9014,56,2036,1,7,2,17414,2012
2009,9014,51,1749,1,3,1,16884,2008
2012,9014,54,2238,1,6,1,16886,2011
2015,9014,55,1619,1,8,1,16469,2014
2010,9014,52,980,1,4,1,15255,2009
2008,9014,50,2127,1,2,1,18583,2007
2007,9014,49,1938,1,1,1,19220,2006
2006,9014,48,1727,1,0,-1,18004,-1
2011,9014,53,2192,1,5,1,16728,2010
2006,9019,37,1479,1,0,-1,17085,-1
2007,9019,38,1932,1,1,1,19182,2006
2006,9025,34,1988,0,0,-1,19571,-1
2007,9025,35,2009,0,1,1,19613,2006
2012,9036,46,192,1,1,6,12099,2006
2006,9036,39,77,1,0,-1,11366,-1
2006,9037,54,1395,0,0,-1,16784,-1
2012,9037,60,2623,0,1,6,17740,2006
2007,9046,63,2190,1,1,1,20759,2006
2006,9046,62,2058,1,0,-1,19994,-1
2007,9050,39,1727,0,1,1,18128,2006
2006,9050,38,2132,0,0,-1,20493,-1
2007,9051,36,1080,1,1,1,16026,2006
2006,9051,35,1111,1,0,-1,15814,-1
2006,9052,34,1548,1,0,-1,17339,-1
2014,9052,42,2757,1,1,8,19509,2006
2008,9053,58,244,1,2,1,12568,2007
2006,9053,55,225,1,0,-1,12518,-1
2007,9053,57,574,1,1,1,14363,2006
2012,9054,49,1119,1,1,6,14721,2006
2006,9054,43,508,1,0,-1,13736,-1
2006,9057,29,1347,0,0,-1,16613,-1
2007,9057,30,1083,0,1,1,16033,2006
2010,9058,64,492,1,2,1,13824,2009
2009,9058,63,302,1,1,3,12691,2006
2014,9058,68,924,1,3,4,14922,2010
2006,9058,60,496,1,0,-1,13685,-1
2006,9059,35,909,1,0,-1,15127,-1
2010,9059,32,2385,1,1,4,19404,2006
2012,9059,34,538,1,2,2,13441,2010
2015,9062,30,2400,1,2,1,19838,2014
2014,9062,45,450,1,1,8,13653,2006
2006,9062,31,193,1,0,-1,12382,-1
2006,9066,28,465,1,0,-1,13585,-1
2009,9066,31,264,1,1,3,12565,2006
2006,9068,36,814,1,0,-1,14768,-1
2011,9068,42,3238,1,2,1,20290,2010
2010,9068,41,1480,1,1,4,16462,2006
2007,9088,37,106,0,1,1,12267,2006
2006,9088,36,279,0,0,-1,12784,-1
2007,9090,31,880,0,1,1,15442,2006
2006,9090,30,834,0,0,-1,14846,-1
2006,9092,28,1621,0,0,-1,17597,-1
2007,9092,29,1532,0,1,1,17417,2006
2009,9100,30,838,0,1,3,14330,2006
2006,9100,27,921,0,0,-1,15166,-1
2013,9100,34,1913,0,2,4,14235,2009
2007,9102,50,159,1,1,1,12552,2006
2006,9102,50,595,1,0,-1,14014,-1
2011,9119,44,135,1,2,4,11549,2007
2006,9119,39,68,1,0,-1,11240,-1
2007,9119,40,165,1,1,1,12589,2006
2007,9126,31,85,0,1,1,11997,2006
2006,9126,30,165,0,0,-1,12225,-1
2006,9130,51,2095,1,0,-1,20229,-1
2007,9130,53,2384,1,1,1,22907,2006
2008,9151,57,1732,1,1,2,17180,2006
2006,9151,55,1224,1,0,-1,16211,-1
2006,9152,54,1392,1,0,-1,16765,-1
2007,9152,55,1832,1,1,1,18641,2006
2008,9152,56,2019,1,2,1,18089,2007
2006,9163,54,442,1,0,-1,13453,-1
2010,9163,58,892,1,1,4,15004,2006
2013,9164,50,200,1,1,7,11625,2006
2006,9164,43,28,1,0,-1,10393,-1
2008,9172,44,609,1,2,1,13818,2007
2007,9172,43,400,1,1,1,13758,2006
2012,9172,48,710,1,6,1,13828,2011
2011,9172,47,291,1,5,1,12343,2010
2006,9172,42,918,1,0,-1,15152,-1
2010,9172,46,220,1,4,1,12679,2009
2009,9172,45,321,1,3,1,12802,2008
2008,9175,40,2092,0,1,2,18414,2006
2011,9175,43,1815,0,2,3,15895,2008
2015,9175,45,1470,0,4,3,16079,2012
2006,9175,38,1580,0,0,-1,17447,-1
2012,9175,44,2489,0,3,1,17433,2011
2006,9178,17,397,1,0,-1,13307,-1
2013,9178,50,1027,1,1,7,13333,2006
2013,9181,51,1948,0,1,7,14265,2006
2006,9181,42,596,0,0,-1,14015,-1
2009,9187,30,176,0,1,3,12182,2006
2006,9187,27,221,0,0,-1,12510,-1
2007,9190,28,968,0,0,-1,15714,-1
2011,9190,32,1885,0,1,4,16048,2007
2011,9193,30,56,1,1,4,10825,2007
2007,9193,26,61,1,0,-1,11785,-1
2008,9195,33,832,0,1,1,14421,2007
2007,9195,32,459,0,0,-1,13982,-1
2007,9213,41,44,1,0,-1,11407,-1
2010,9213,44,40,1,1,3,10880,2007
2010,9225,49,739,0,2,2,14426,2008
2008,9225,47,716,0,1,1,14153,2007
2007,9225,46,894,0,0,-1,15497,-1
2007,9236,16,1988,1,0,-1,19469,-1
2008,9236,16,1371,1,1,1,16031,2007
2009,9246,25,2211,0,1,2,18516,2007
2007,9246,23,1567,0,0,-1,17556,-1
2007,9248,32,1541,1,0,-1,17464,-1
2012,9248,37,2531,1,2,3,17507,2009
2009,9248,34,2172,1,1,2,18341,2007
2012,9274,40,2761,1,3,3,18075,2009
2008,9274,36,2035,1,1,1,18165,2007
2007,9274,35,1862,1,0,-1,18832,-1
2009,9274,37,2027,1,2,1,17763,2008
2008,9278,54,1616,1,1,1,16759,2007
2007,9278,53,1693,1,0,-1,17983,-1
2007,9288,44,1200,1,0,-1,16389,-1
2008,9288,45,1905,1,1,1,17663,2007
2007,9294,62,1412,1,0,-1,17036,-1
2007,9294,33,1810,1,1,0,18557,2007
2007,9295,47,413,1,0,-1,13792,-1
2009,9295,49,577,1,1,2,13632,2007
2007,9308,18,1079,1,0,-1,16024,-1
2007,9308,60,1928,1,1,0,19176,2007
2007,9311,48,102,1,0,-1,12216,-1
2011,9311,51,1583,1,1,4,15381,2007
2014,9312,42,2189,1,1,7,17777,2007
2007,9312,35,65,1,0,-1,11825,-1
2013,9317,19,2212,0,2,2,14473,2011
2011,9317,27,1476,0,1,4,15183,2007
2007,9317,23,181,0,0,-1,12705,-1
2007,9319,35,1194,1,0,-1,16383,-1
2010,9319,36,582,1,1,3,14055,2007
2010,9323,36,1796,1,1,3,17279,2007
2007,9323,33,1182,1,0,-1,16342,-1
2008,9327,34,2093,1,1,1,18422,2007
2007,9327,33,2090,1,0,-1,20080,-1
2008,9329,37,2170,1,1,1,18766,2007
2012,9329,41,3028,1,2,4,18777,2008
2007,9329,36,1469,1,0,-1,17201,-1
2007,9334,66,2447,1,0,-1,23627,-1
2008,9334,67,2579,1,1,1,22362,2007
2007,9337,37,1076,1,0,-1,16023,-1
2008,9337,38,1279,1,1,1,15800,2007
2007,9360,27,2532,1,0,-1,27458,-1
2014,9360,37,1643,1,1,7,16538,2007
2007,9370,51,512,1,0,-1,14143,-1
2008,9370,52,689,1,2,1,14047,2007
2007,9370,27,111,1,1,0,12295,2007
2009,9370,53,832,1,3,1,14307,2008
2007,9374,39,1426,1,0,-1,17084,-1
2009,9374,41,2190,1,1,2,18445,2007
2007,9377,49,2389,1,0,-1,23027,-1
2011,9377,53,3008,1,1,4,19075,2007
2013,9391,43,3632,1,1,6,15409,2007
2007,9391,37,836,1,0,-1,15302,-1
2009,9392,33,1758,0,1,2,16904,2007
2007,9392,31,1605,0,0,-1,17698,-1
2008,9396,42,1730,1,1,1,17175,2007
2011,9396,23,1724,1,2,3,15714,2008
2007,9396,41,2192,1,0,-1,20796,-1
2007,9411,40,1483,0,0,-1,17245,-1
2008,9411,41,684,0,1,1,14023,2007
2009,9411,42,554,0,2,1,13577,2008
2007,9421,56,68,1,0,-1,11859,-1
2007,9421,28,822,1,1,0,15257,2007
2007,9426,35,547,0,0,-1,14261,-1
2010,9426,38,1272,0,1,3,15968,2007
2011,9433,34,143,1,1,4,11578,2007
2007,9433,30,899,1,0,-1,15514,-1
2012,9433,35,102,1,2,1,11467,2011
2007,9437,41,468,1,0,-1,14004,-1
2011,9437,45,316,1,1,4,12403,2007
2008,9439,35,2315,1,1,1,19618,2007
2007,9439,34,2139,1,0,-1,20401,-1
2007,9450,31,2230,1,0,-1,21156,-1
2008,9450,32,2583,1,1,1,22404,2007
2008,9455,25,2467,0,1,1,20943,2007
2007,9455,24,2196,0,0,-1,20844,-1
2009,9455,26,2652,0,2,1,21778,2008
2007,9466,38,2027,0,0,-1,19698,-1
2008,9466,39,885,0,1,1,14563,2007
2010,9466,41,779,0,3,1,14557,2009
2009,9466,40,1488,0,2,1,16196,2008
2007,9467,33,2207,0,0,-1,20926,-1
2009,9467,35,2618,0,1,2,21290,2007
2007,9477,45,920,1,0,-1,15593,-1
2008,9477,46,1652,1,1,1,16913,2007
2007,9490,29,670,1,0,-1,14713,-1
2014,9490,36,845,1,1,7,14760,2007
2007,9491,31,1904,0,0,-1,19081,-1
2010,9491,34,1104,0,2,2,15537,2008
2011,9491,35,2664,0,3,1,17942,2010
2008,9491,32,1744,0,1,1,17223,2007
2007,9502,43,389,1,0,-1,13717,-1
2008,9502,44,620,1,1,1,13847,2007
2007,9507,34,2360,0,0,-1,22404,-1
2009,9507,36,2368,0,1,2,19421,2007
2014,9507,41,3375,0,3,2,22218,2012
2012,9507,39,3893,0,2,3,23699,2009
2009,9509,34,18,1,2,1,10118,2008
2007,9509,32,24,1,0,-1,10636,-1
2008,9509,33,18,1,1,1,10153,2007
2007,9512,42,175,1,0,-1,12687,-1
2011,9512,46,206,1,1,4,11915,2007
2014,9519,68,2367,1,1,7,18230,2007
2007,9519,61,404,1,0,-1,13768,-1
2012,9527,44,1558,0,3,1,15556,2011
2011,9527,43,1675,0,2,1,15617,2010
2010,9527,42,833,0,1,3,14804,2007
2007,9527,39,953,0,0,-1,15679,-1
2007,9538,46,224,1,0,-1,12999,-1
2010,9538,49,279,1,2,2,12986,2008
2008,9538,47,279,1,1,1,12695,2007
2012,9540,57,2488,0,1,5,17432,2007
2007,9540,52,1450,0,0,-1,17147,-1
2007,9545,45,2007,1,0,-1,19594,-1
2014,9545,52,2454,1,1,7,18515,2007
2013,9546,40,2217,0,1,6,14479,2007
2007,9546,34,262,0,0,-1,13168,-1
2012,9559,51,1273,1,4,1,15030,2011
2008,9559,47,793,1,1,1,14304,2007
2014,9559,53,1837,1,5,2,16952,2012
2011,9559,50,1421,1,3,2,15086,2009
2015,9559,50,2215,1,6,1,18850,2014
2007,9559,46,1175,1,0,-1,16306,-1
2009,9559,48,734,1,2,1,14057,2008
2007,9564,53,1360,1,0,-1,16916,-1
2009,9564,55,1253,1,1,2,15518,2007
2007,9567,39,1111,1,0,-1,16125,-1
2008,9567,40,1269,1,1,1,15781,2007
2007,9571,49,1191,1,0,-1,16374,-1
2008,9571,50,1667,1,1,1,16962,2007
2007,9578,34,1080,1,0,-1,16026,-1
2008,9578,35,525,1,1,1,13616,2007
2008,9579,48,531,1,1,1,13628,2007
2007,9579,47,1178,1,0,-1,16321,-1
2007,9588,50,596,0,0,-1,14410,-1
2009,9588,52,903,0,1,2,14536,2007
2009,9599,43,1392,1,2,1,15875,2008
2007,9599,41,1008,1,0,-1,15821,-1
2008,9599,42,1154,1,1,1,15404,2007
2009,9603,51,2685,1,2,1,22262,2008
2008,9603,50,2496,1,1,1,21145,2007
2007,9603,49,2300,1,0,-1,21692,-1
2010,9608,35,2397,1,2,2,19440,2008
2008,9608,33,2125,1,1,1,18574,2007
2007,9608,32,1884,1,0,-1,18978,-1
2009,9611,30,2133,0,2,1,18151,2008
2007,9611,28,2141,0,0,-1,20408,-1
2008,9611,29,1935,0,1,1,17774,2007
2009,9617,54,2418,0,1,2,19654,2007
2007,9617,50,1499,0,0,-1,17287,-1
2007,9618,44,167,1,0,-1,12619,-1
2011,9618,48,275,1,1,4,12292,2007
2015,9625,50,2063,0,7,1,17967,2014
2009,9625,44,1096,0,2,1,15127,2008
2012,9625,47,2459,0,5,1,17369,2011
2008,9625,43,1329,0,1,1,15925,2007
2011,9625,46,2698,0,4,1,18042,2010
2010,9625,45,2069,0,3,1,18072,2009
2007,9625,42,776,0,0,-1,15127,-1
2014,9625,49,2987,0,6,2,20240,2012
2007,9627,41,640,1,0,-1,14603,-1
2008,9627,42,752,1,1,1,14225,2007
2014,9633,56,2307,1,3,2,18065,2012
2007,9633,49,1670,1,0,-1,17904,-1
2012,9633,54,2412,1,2,1,17261,2011
2011,9633,53,1984,1,1,4,16273,2007
2007,9636,40,604,1,0,-1,14440,-1
2008,9636,41,912,1,1,1,14663,2007
2011,9636,44,1069,1,3,1,14273,2010
2010,9636,43,1271,1,2,2,15967,2008
2007,9644,38,563,1,0,-1,14319,-1
2011,9644,42,824,1,1,4,13823,2007
2010,9654,41,1892,1,3,1,17558,2009
2008,9654,39,181,1,1,1,12210,2007
2009,9654,40,653,1,2,1,13841,2008
2007,9654,38,1374,1,0,-1,16947,-1
2008,9655,34,1840,1,1,1,17483,2007
2007,9655,33,877,1,0,-1,15439,-1
2007,9659,56,331,1,0,-1,13479,-1
2012,9659,61,606,1,3,2,13640,2010
2010,9659,59,474,1,2,1,13781,2009
2009,9659,58,399,1,1,2,13087,2007
2008,9675,41,1678,1,1,1,16988,2007
2007,9675,40,1132,1,0,-1,16180,-1
2007,9677,40,484,0,0,-1,14047,-1
2008,9677,41,721,0,1,1,14161,2007
2007,9700,46,556,0,0,-1,14293,-1
2013,9700,52,1606,0,1,6,13939,2007
2009,9703,37,423,1,1,2,13143,2007
2007,9703,35,947,1,0,-1,15671,-1
2007,9710,36,1282,0,0,-1,16656,-1
2008,9710,37,1054,0,1,1,15143,2007
2012,9710,41,2510,0,4,1,17471,2011
2010,9710,39,1674,0,2,2,16967,2008
2011,9710,40,1954,0,3,1,16199,2010
2011,9721,40,1288,1,1,4,14736,2007
2011,9721,44,788,1,2,0,13748,2011
2007,9721,40,647,1,0,-1,14630,-1
2012,9721,45,2447,1,3,1,17348,2011
2011,9740,39,1074,0,1,4,14278,2007
2013,9740,41,2113,0,3,1,14400,2012
2007,9740,35,734,0,0,-1,14936,-1
2012,9740,40,651,0,2,1,13719,2011
2007,9752,33,2449,1,0,-1,23816,-1
2008,9752,34,1770,1,1,1,17298,2007
2007,9760,35,1712,0,0,-1,18072,-1
2012,9760,40,832,0,5,1,14119,2011
2009,9760,37,1156,0,2,1,15270,2008
2010,9760,38,761,0,3,1,14494,2009
2008,9760,36,1475,0,1,1,16294,2007
2011,9760,39,669,0,4,1,13499,2010
2008,9761,33,421,0,1,1,13271,2007
2007,9761,32,429,0,0,-1,13863,-1
2007,9767,34,2180,1,0,-1,20672,-1
2010,9767,38,589,1,1,3,14073,2007
2011,9773,26,573,1,1,4,13236,2007
2007,9773,22,815,1,0,-1,15234,-1
2012,9775,30,2734,1,1,5,18018,2007
2014,9775,51,97,1,3,1,11809,2013
2007,9775,24,2361,1,0,-1,22409,-1
2013,9775,39,2918,1,2,1,14965,2012
2008,9777,51,230,1,1,1,12490,2007
2009,9777,52,529,1,2,1,13483,2008
2007,9777,50,179,1,0,-1,12704,-1
2008,9780,32,2058,1,1,1,18264,2007
2009,9780,33,1449,1,2,1,16079,2008
2007,9780,31,1632,1,0,-1,17788,-1
2010,9785,44,1102,1,3,1,15530,2009
2007,9785,41,1007,1,0,-1,15819,-1
2008,9785,42,831,1,1,1,14419,2007
2009,9785,43,784,1,2,1,14172,2008
2009,9788,26,1329,0,1,2,15705,2007
2007,9788,24,586,0,0,-1,14386,-1
2008,9794,21,1750,0,1,1,17234,2007
2007,9794,20,2478,0,0,-1,24166,-1
2007,9796,31,780,1,0,-1,15141,-1
2008,9796,32,1271,1,1,1,15787,2007
2011,9796,35,617,1,3,1,13355,2010
2010,9796,34,731,1,2,2,14402,2008
2007,9797,43,368,1,0,-1,13631,-1
2013,9797,49,2197,1,1,6,14459,2007
2007,9807,40,1989,0,0,-1,19476,-1
2008,9807,41,2137,0,1,1,18632,2007
2007,9810,34,917,0,0,-1,15588,-1
2011,9810,38,1376,0,1,4,14984,2007
2007,9815,39,813,1,0,-1,15230,-1
2011,9815,50,3114,1,1,4,19612,2007
2011,9818,41,2051,1,2,3,16424,2008
2008,9818,38,572,1,1,1,13752,2007
2007,9818,37,753,1,0,-1,15012,-1
2007,9836,49,1023,1,0,-1,15883,-1
2012,9836,54,2616,1,1,5,17729,2007
2007,9843,44,2275,1,0,-1,21535,-1
2008,9843,45,2216,1,1,1,18998,2007
2007,9845,52,1855,1,0,-1,18807,-1
2008,9845,53,1682,1,1,1,16997,2007
2010,9845,55,2265,1,2,2,18885,2008
2007,9853,39,1074,1,0,-1,16019,-1
2008,9853,40,1941,1,1,1,17801,2007
2011,9853,43,2803,1,2,3,18321,2008
2012,9853,44,2348,1,3,1,17096,2011
2007,9858,33,1918,1,0,-1,19133,-1
2008,9858,34,1086,1,1,1,15234,2007
2007,9861,38,1996,0,0,-1,19515,-1
2008,9861,39,1878,0,1,1,17602,2007
2009,9862,41,1357,1,1,2,15772,2007
2010,9862,42,808,1,2,1,14693,2009
2007,9862,39,1052,1,0,-1,15952,-1
2011,9862,43,1395,1,3,1,15027,2010
2007,9869,42,1800,0,0,-1,18486,-1
2012,9869,47,1329,0,4,1,15132,2011
2009,9869,44,1972,0,1,2,17496,2007
2011,9869,46,1515,0,3,1,15245,2010
2010,9869,45,989,0,2,1,15265,2009
2008,9879,49,1750,1,1,1,17234,2007
2007,9879,48,1167,1,0,-1,16278,-1
2010,9882,47,1797,1,1,3,17281,2007
2007,9882,44,887,1,0,-1,15469,-1
2008,9885,28,2133,1,1,1,18613,2007
2007,9885,27,2136,1,0,-1,20387,-1
2011,9899,50,74,1,1,4,11080,2007
2007,9899,46,101,1,0,-1,12207,-1
2007,9902,34,2312,0,0,-1,21927,-1
2012,9902,39,2803,0,1,5,18168,2007
2010,9908,47,1494,1,2,2,16489,2008
2007,9908,44,1607,1,0,-1,17699,-1
2008,9908,45,1267,1,1,1,15772,2007
2011,9908,48,1824,1,3,1,15921,2010
2008,9924,28,1328,1,1,1,15924,2007
2007,9924,27,1513,1,0,-1,17347,-1
2007,9934,30,832,1,0,-1,15284,-1
2008,9934,31,939,1,1,1,14748,2007
2008,9937,54,2619,1,1,1,23436,2007
2011,9937,57,3528,1,3,2,23857,2009
2009,9937,55,2667,1,2,1,22013,2008
2007,9937,53,2409,1,0,-1,23173,-1
2007,9939,51,1117,1,0,-1,16138,-1
2013,9939,56,3374,1,1,6,15245,2007
2007,9942,33,491,1,0,-1,14066,-1
2011,9942,37,1114,1,2,2,14353,2009
2009,9942,35,486,1,1,2,13319,2007
2012,9942,38,680,1,3,1,13758,2011
2008,9943,32,461,1,1,1,13393,2007
2007,9943,25,21,1,0,-1,10455,-1
2011,9956,30,266,1,1,4,12245,2007
2007,9956,26,494,1,0,-1,14081,-1
2007,9961,23,25,0,0,-1,10681,-1
2008,9961,24,113,0,1,1,11648,2007
2011,9961,27,213,0,2,3,11945,2008
2009,9963,50,1679,0,1,2,16706,2007
2010,9963,51,1832,0,2,1,17391,2009
2007,9963,48,1496,0,0,-1,17276,-1
2008,9970,26,493,1,1,1,13488,2007
2007,9970,25,248,1,0,-1,13114,-1
2008,9973,44,976,1,1,1,14898,2007
2007,9973,43,1323,1,0,-1,16792,-1
2007,9974,24,1982,0,0,-1,19422,-1
2008,9974,25,2265,0,1,1,19362,2007
2010,9974,27,1563,0,2,2,16674,2008
2007,9982,49,980,0,0,-1,15742,-1
2008,9982,49,970,0,1,1,14885,2007
2007,9993,25,1500,1,0,-1,17296,-1
2013,9993,31,2529,1,1,6,14713,2007
2007,9996,33,705,1,0,-1,14843,-1
2008,9996,34,536,1,1,1,13658,2007
2009,9996,35,389,1,2,1,13068,2008
2014,9997,40,3535,1,2,3,24628,2011
2015,9997,40,2162,1,3,1,18588,2014
2011,9997,37,3213,1,1,4,20078,2007
2007,9997,31,942,1,0,-1,15655,-1
2010,10000,45,195,1,3,1,12567,2009
2008,10000,43,523,1,1,1,13608,2007
2007,10000,42,381,1,0,-1,13695,-1
2009,10000,44,502,1,2,1,13398,2008
2007,10001,41,1951,1,0,-1,19251,-1
2008,10001,42,1724,1,1,1,17154,2007
2007,10013,34,1430,1,0,-1,17090,-1
2010,10013,28,751,1,1,3,14460,2007
2009,10014,39,2365,1,1,2,19396,2007
2007,10014,37,1909,1,0,-1,19093,-1
2013,10014,43,2529,1,2,4,14713,2009
2015,10014,45,2120,1,3,2,18280,2013
2008,10016,37,918,1,1,1,14680,2007
2007,10016,36,1668,1,0,-1,17902,-1
2007,10018,38,949,1,0,-1,15676,-1
2009,10018,40,1048,1,1,2,14992,2007
2012,10020,50,1361,1,1,5,15181,2007
2007,10020,45,466,1,0,-1,13996,-1
2008,10022,50,372,1,1,1,13107,2007
2007,10022,49,775,1,0,-1,15123,-1
2007,10023,24,577,1,0,-1,14367,-1
2008,10023,25,593,1,1,1,13797,2007
2008,10025,41,452,0,1,1,13371,2007
2007,10025,40,637,0,0,-1,14601,-1
2009,10025,42,299,0,2,1,12673,2008
2013,10029,47,3237,1,1,6,15167,2007
2007,10029,41,1449,1,0,-1,17142,-1
2011,10032,30,239,1,3,1,12094,2010
2010,10032,29,208,1,2,1,12639,2009
2009,10032,28,313,1,1,2,12747,2007
2012,10032,31,342,1,4,1,12759,2011
2007,10032,26,539,1,0,-1,14235,-1
2007,10039,40,1406,0,0,-1,17026,-1
2010,10039,43,1585,0,1,3,16730,2007
2013,10052,37,1839,0,1,6,14173,2007
2007,10052,31,1038,0,0,-1,15912,-1
2010,10057,24,158,1,1,3,12355,2007
2007,10057,21,447,1,0,-1,13925,-1
