year,id,age,rank,male,run_count,years_since_run,time_in_secs,prev_year
2011,14720,48,2220,0,2,1,16779,2010
2009,14720,46,1532,0,0,-1,16316,-1
2014,14720,51,2928,0,4,2,20061,2012
2009,14724,60,345,1,0,-1,12933,-1
2013,14724,64,1647,1,1,4,13991,2009
2012,14736,51,3458,1,3,1,20335,2011
2010,14736,49,1566,1,1,1,16679,2009
2011,14736,50,2432,1,2,1,17266,2010
2009,14736,48,1733,1,0,-1,16828,-1
2014,14736,53,2706,1,4,2,19354,2012
2009,14743,39,2058,1,0,-1,17893,-1
2012,14743,42,2887,1,3,1,18356,2011
2010,14743,40,1979,1,1,1,17812,2009
2011,14743,41,2505,1,2,1,17494,2010
2014,14743,44,2862,1,4,2,19844,2012
2012,14747,34,1219,0,3,1,14931,2011
2010,14747,32,829,0,1,1,14796,2009
2009,14747,31,2002,0,0,-1,17642,-1
2014,14747,36,1048,0,4,2,15248,2012
2011,14747,33,920,0,2,1,14011,2010
2010,14750,45,2044,0,1,1,17986,2009
2012,14750,47,2792,0,3,1,18153,2011
2011,14750,46,2616,0,2,1,17814,2010
2009,14750,44,1868,0,0,-1,17239,-1
2011,14757,28,2788,0,2,1,18292,2010
2010,14757,27,2316,0,1,1,19102,2009
2009,14757,28,1627,0,0,-1,16589,-1
2010,14758,41,2510,1,1,1,20035,2009
2009,14758,40,1771,1,0,-1,16948,-1
2009,14762,28,1502,1,0,-1,16235,-1
2010,14762,29,626,1,1,1,14179,2009
2009,14769,28,1986,1,0,-1,17566,-1
2012,14769,37,3355,1,1,3,19810,2009
2014,14770,38,2096,1,1,5,17545,2009
2009,14770,33,1244,1,0,-1,15494,-1
2010,14771,55,1584,1,1,1,16718,2009
2009,14771,54,1445,1,0,-1,16055,-1
2012,14771,57,2425,1,2,2,17292,2010
2010,14775,51,1068,1,1,1,15445,2009
2009,14775,50,1526,1,0,-1,16301,-1
2010,14779,38,99,1,1,1,11795,2009
2012,14779,40,245,1,2,2,12373,2010
2009,14779,37,460,1,0,-1,13233,-1
2009,14785,38,166,1,0,-1,12086,-1
2010,14785,39,347,1,1,1,13288,2009
2009,14789,46,669,1,0,-1,13878,-1
2010,14789,29,904,1,1,1,15025,2009
2009,14794,25,1862,0,0,-1,17233,-1
2011,14794,27,2626,0,2,1,17843,2010
2010,14794,26,1896,0,1,1,17575,2009
2010,14798,40,2494,0,1,1,19933,2009
2009,14798,39,2488,0,0,-1,20086,-1
2009,14804,39,2254,1,0,-1,18803,-1
2010,14804,40,2071,1,1,1,18078,2009
2009,14812,27,787,1,0,-1,14177,-1
2011,14812,29,836,1,1,2,13851,2009
2012,14812,30,216,1,2,1,12212,2011
2011,14814,38,2112,1,1,2,16533,2009
2013,14814,40,3775,1,2,2,15499,2011
2009,14814,36,1939,1,0,-1,17419,-1
2009,14817,34,1555,0,0,-1,16380,-1
2011,14817,36,1403,0,1,2,15042,2009
2009,14820,32,1008,1,0,-1,14901,-1
2013,14820,36,3632,1,1,4,15409,2009
2012,14822,51,847,1,3,1,14144,2011
2010,14822,49,1026,1,1,1,15347,2009
2011,14822,50,748,1,2,1,13680,2010
2013,14822,52,2895,1,4,1,14955,2012
2009,14822,48,1120,1,0,-1,15170,-1
2011,14836,40,2130,1,1,2,16597,2009
2012,14836,41,2096,1,2,1,16550,2011
2009,14836,38,1395,1,0,-1,15880,-1
2010,14840,48,376,1,1,1,13439,2009
2009,14840,47,283,1,0,-1,12616,-1
2012,14840,50,864,1,3,1,14175,2011
2011,14840,49,427,1,2,1,12730,2010
2009,14847,29,171,1,0,-1,12120,-1
2010,14847,30,48,1,1,1,11094,2009
2009,14848,41,1870,1,0,-1,17243,-1
2012,14848,44,3218,1,1,3,19356,2009
2010,14863,50,1233,0,1,1,15862,2009
2009,14863,49,1544,0,0,-1,16349,-1
2009,14866,25,2741,1,0,-1,23771,-1
2013,14866,29,1402,1,1,4,13737,2009
2009,14875,27,2494,1,0,-1,20142,-1
2015,14875,30,1044,1,1,6,14960,2009
2009,14892,49,49,1,0,-1,10951,-1
2011,14892,51,136,1,1,2,11556,2009
2010,14893,35,1841,1,1,1,17413,2009
2009,14893,34,2047,1,0,-1,17831,-1
2015,14893,40,2247,1,2,5,19023,2010
2009,14897,50,643,1,0,-1,13811,-1
2010,14897,51,199,1,1,1,12606,2009
2010,14898,36,1338,0,1,1,16114,2009
2009,14898,35,2259,0,0,-1,18819,-1
2010,14899,42,1322,1,1,1,16075,2009
2009,14899,41,1682,1,0,-1,16708,-1
2010,14908,19,310,1,1,1,13128,2009
2009,14908,18,929,1,0,-1,14614,-1
2011,14913,32,1186,1,2,1,14511,2010
2009,14913,30,1175,1,0,-1,15324,-1
2012,14913,33,2297,1,3,1,16985,2011
2010,14913,31,1085,1,1,1,15499,2009
2009,14919,38,982,1,0,-1,14798,-1
2011,14919,40,570,1,1,2,13223,2009
2015,14919,40,284,1,3,3,12827,2012
2012,14919,41,513,1,2,1,13370,2011
2009,14936,37,411,1,0,-1,13114,-1
2013,14936,41,101,1,2,3,11043,2010
2010,14936,38,92,1,1,1,11656,2009
2011,14945,53,2820,0,1,2,18375,2009
2012,14945,54,3396,0,2,1,19998,2011
2009,14945,51,2265,0,0,-1,18835,-1
2009,14946,31,2576,0,0,-1,20819,-1
2012,14946,34,3344,0,1,3,19778,2009
2015,14948,30,19,0,1,6,10526,2009
2009,14948,26,622,0,0,-1,13755,-1
2009,14949,23,2303,1,0,-1,19063,-1
2011,14949,25,3318,1,1,2,20898,2009
2011,14955,33,543,1,1,2,13159,2009
2009,14955,31,751,1,0,-1,14094,-1
2013,14959,30,2966,1,2,3,14992,2010
2010,14959,27,2509,1,1,1,20022,2009
2009,14959,26,2453,1,0,-1,19872,-1
2010,14961,36,1082,0,1,1,15487,2009
2009,14961,35,1284,0,0,-1,15601,-1
2012,14961,38,1220,0,2,2,14933,2010
2011,14964,28,2363,0,2,1,17106,2010
2009,14964,26,1672,0,0,-1,16689,-1
2010,14964,27,1287,0,1,1,16008,2009
2015,14965,55,2516,1,2,3,20832,2012
2009,14965,49,2227,1,0,-1,18642,-1
2012,14965,67,2242,1,1,3,16897,2009
2011,14971,40,3311,1,1,2,20843,2009
2009,14971,38,2674,1,0,-1,22070,-1
2010,14972,42,26,1,1,1,10775,2009
2009,14972,41,2131,1,0,-1,18141,-1
2009,14973,52,1271,1,0,-1,15566,-1
2011,14973,54,1282,1,2,1,14728,2010
2010,14973,53,967,1,1,1,15203,2009
2010,14977,50,2299,1,1,1,19017,2009
2009,14977,49,2551,1,0,-1,20683,-1
2011,14977,51,3099,1,2,1,19545,2010
2010,14991,34,759,1,1,1,14486,2009
2012,14991,36,569,1,3,1,13556,2011
2011,14991,35,1240,1,2,1,14629,2010
2009,14991,33,365,1,0,-1,12980,-1
2010,14992,44,425,1,1,1,13676,2009
2009,14992,43,186,1,0,-1,12264,-1
2011,14993,25,779,1,1,2,13732,2009
2009,14993,23,766,1,0,-1,14131,-1
2009,15002,35,2282,1,0,-1,18902,-1
2010,15002,36,2019,1,1,1,17905,2009
2012,15004,42,2462,1,1,3,17384,2009
2009,15004,39,1490,1,0,-1,16204,-1
2010,15007,42,2022,1,1,1,17919,2009
2009,15007,41,1281,1,0,-1,15592,-1
2011,15011,45,3262,1,1,2,20439,2009
2009,15011,43,2326,1,0,-1,19179,-1
2009,15017,26,1806,1,0,-1,17075,-1
2013,15017,30,1207,1,2,3,13560,2010
2014,15017,31,1928,1,3,1,17190,2013
2010,15017,27,1891,1,1,1,17556,2009
2011,15024,49,1221,0,2,1,14595,2010
2009,15024,47,1638,0,0,-1,16621,-1
2010,15024,49,1830,0,1,1,17383,2009
2010,15029,40,2356,0,1,1,19281,2009
2009,15029,39,2240,0,0,-1,18715,-1
2011,15032,18,315,1,2,1,12393,2010
2010,15032,17,328,1,1,1,13196,2009
2009,15032,16,515,1,0,-1,13431,-1
2009,15049,24,897,1,0,-1,14520,-1
2011,15049,26,1064,1,2,1,14245,2010
2013,15049,28,984,1,3,2,13287,2011
2010,15049,25,265,1,1,1,12912,2009
2011,15052,29,326,1,1,2,12442,2009
2009,15052,27,531,1,0,-1,13491,-1
2012,15056,50,3787,1,2,2,22385,2010
2015,15056,50,2750,1,3,3,25790,2012
2010,15056,48,2677,1,1,1,21296,2009
2009,15056,47,2703,1,0,-1,22575,-1
2009,15066,37,519,0,0,-1,13433,-1
2013,15066,41,803,0,1,4,13005,2009
2012,15080,50,3158,0,2,1,19158,2011
2009,15080,47,2579,0,0,-1,20838,-1
2011,15080,49,3260,0,1,2,20429,2009
2014,15088,35,153,0,1,5,12373,2009
2009,15088,30,358,0,0,-1,12970,-1
2012,15089,43,2778,1,2,2,18127,2010
2010,15089,41,2549,1,1,1,20242,2009
2009,15089,40,2394,1,0,-1,19567,-1
2014,15089,45,3075,1,3,2,20562,2012
2010,15094,24,1070,1,1,1,15450,2009
2013,15094,27,3426,1,2,3,15274,2010
2009,15094,23,1216,1,0,-1,15419,-1
2009,15103,46,1594,1,0,-1,16496,-1
2010,15103,47,1415,1,1,1,16302,2009
2010,15110,54,2718,0,1,1,21654,2009
2009,15110,53,2142,0,0,-1,18195,-1
2009,15114,32,1383,1,0,-1,15843,-1
2013,15114,59,2680,1,1,4,14813,2009
2011,15116,37,3441,0,1,2,22217,2009
2009,15116,35,1980,0,0,-1,17532,-1
2012,15119,55,3053,1,2,2,18865,2010
2009,15119,52,1633,1,0,-1,16615,-1
2010,15119,53,2109,1,1,1,18191,2009
2014,15119,57,2827,1,3,2,19731,2012
2010,15137,39,2760,0,1,1,22145,2009
2009,15137,38,2386,0,0,-1,19504,-1
2009,15140,51,714,1,0,-1,14002,-1
2012,15140,54,2544,1,1,3,17541,2009
2014,15145,48,2412,1,1,5,18376,2009
2009,15145,43,1103,1,0,-1,15142,-1
2012,15148,44,1550,1,1,3,15547,2009
2009,15148,41,1850,1,0,-1,17188,-1
2010,15149,33,2433,0,1,1,19566,2009
2009,15149,32,2668,0,0,-1,22022,-1
2011,15155,51,3526,0,1,2,23856,2009
2009,15155,49,2510,0,0,-1,20303,-1
2009,15157,45,1866,1,0,-1,17238,-1
2013,15157,49,259,1,1,4,11829,2009
2009,15162,25,2207,0,0,-1,18494,-1
2014,15162,30,2497,0,1,5,18642,2009
2009,15173,28,573,1,0,-1,13625,-1
2010,15173,29,249,1,1,1,12848,2009
2010,15183,30,1955,1,1,1,17761,2009
2009,15183,29,1246,1,0,-1,15498,-1
2009,15184,32,1812,1,0,-1,17088,-1
2010,15184,33,2296,1,1,1,19002,2009
2010,15186,27,1282,1,1,1,16002,2009
2009,15186,26,1344,1,0,-1,15747,-1
2010,15190,41,2574,0,1,1,20400,2009
2011,15190,42,1395,0,2,1,15027,2010
2009,15190,40,2643,0,0,-1,21632,-1
2012,15190,43,2786,0,3,1,18140,2011
2009,15211,48,2713,0,0,-1,22700,-1
2010,15211,49,2843,0,1,1,24048,2009
2009,15220,50,430,1,0,-1,13160,-1
2010,15220,51,430,1,1,1,13685,2009
2011,15223,43,3245,1,2,1,20329,2010
2012,15223,44,2728,1,3,1,18002,2011
2010,15223,42,2293,1,1,1,18993,2009
2009,15223,41,2566,1,0,-1,20764,-1
2010,15225,21,157,1,1,1,12315,2009
2012,15225,23,1471,1,2,2,15393,2010
2009,15225,20,717,1,0,-1,14011,-1
2011,15229,24,2119,1,2,1,16563,2010
2010,15229,23,1639,0,1,1,16872,2009
2009,15229,21,1165,1,0,-1,15299,-1
2012,15230,32,3594,1,3,1,21102,2011
2009,15230,41,2411,1,0,-1,19640,-1
2011,15230,31,3307,1,2,1,20804,2010
2010,15230,42,2366,1,1,1,19329,2009
2009,15240,30,369,0,0,-1,12997,-1
2010,15240,31,360,0,1,1,13376,2009
2011,15249,55,3526,0,1,2,23856,2009
2009,15249,53,2509,0,0,-1,20302,-1
2009,15251,32,1785,0,0,-1,17014,-1
2010,15251,33,644,0,1,1,14217,2009
2010,15252,77,2845,1,1,1,24062,2009
2011,15252,78,3530,1,2,1,23958,2010
2009,15252,76,2731,1,0,-1,23266,-1
2009,15267,59,1959,1,0,-1,17467,-1
2010,15267,60,1503,1,1,1,16509,2009
2012,15267,62,1812,1,2,2,16011,2010
2011,15279,35,1431,1,1,2,15102,2009
2009,15279,33,442,1,0,-1,13183,-1
2010,15280,36,1555,1,1,1,16651,2009
2009,15280,35,1781,1,0,-1,16998,-1
2010,15290,41,970,0,1,1,15209,2009
2012,15290,43,1259,0,3,1,15017,2011
2011,15290,42,1061,0,2,1,14243,2010
2015,15290,45,1473,0,4,3,16094,2012
2009,15290,40,659,0,0,-1,13851,-1
2010,15303,34,468,1,1,1,13772,2009
2009,15303,33,986,1,0,-1,14835,-1
2013,15303,37,223,1,2,3,11704,2010
2014,15314,42,196,1,2,4,12624,2010
2009,15314,37,521,1,0,-1,13448,-1
2010,15314,38,387,1,1,1,13509,2009
2012,15318,52,547,0,1,3,13484,2009
2009,15318,49,457,0,0,-1,13220,-1
2009,15326,36,163,1,0,-1,12080,-1
2014,15326,41,287,1,1,5,13035,2009
2009,15334,22,581,1,0,-1,13648,-1
2010,15334,23,322,1,1,1,13177,2009
2009,15338,27,103,1,0,-1,11494,-1
2010,15338,28,84,1,1,1,11583,2009
2011,15346,42,1378,1,1,1,14992,2010
2010,15346,41,1278,1,0,-1,15988,-1
2012,15346,43,2142,1,2,1,16653,2011
2010,15367,39,618,1,0,-1,14146,-1
2014,15367,43,681,1,1,4,14289,2010
2012,15371,39,545,1,1,2,13470,2010
2010,15371,37,586,1,0,-1,14060,-1
2010,15374,42,1835,1,0,-1,17395,-1
2011,15374,43,1647,1,1,1,15576,2010
2011,15375,36,1130,0,1,1,14388,2010
2010,15375,35,766,0,0,-1,14504,-1
2011,15381,34,86,1,1,1,11187,2010
2010,15381,33,206,1,0,-1,12632,-1
2011,15385,26,776,1,1,1,13725,2010
2010,15385,25,1211,1,0,-1,15809,-1
2011,15387,29,2589,0,1,1,17726,2010
2010,15387,28,2424,0,0,-1,19541,-1
2010,15395,29,147,1,0,-1,12212,-1
2013,15395,32,64,1,1,3,10699,2010
2011,15396,34,918,1,1,1,14008,2010
2010,15396,33,638,1,0,-1,14198,-1
2010,15402,34,225,0,0,-1,12710,-1
2015,15402,35,629,0,1,5,13877,2010
2012,15407,22,1171,0,2,1,14834,2011
2011,15407,21,544,0,1,1,13161,2010
2010,15407,20,894,0,0,-1,15007,-1
2010,15408,45,1884,0,0,-1,17544,-1
2011,15408,46,3184,0,1,1,19907,2010
2010,15417,43,404,0,0,-1,13594,-1
2011,15417,44,1013,0,1,1,14152,2010
2013,15420,46,2754,1,1,3,14865,2010
2010,15420,43,1161,1,0,-1,15702,-1
2013,15421,27,772,1,1,3,12962,2010
2010,15421,28,500,1,0,-1,13841,-1
2010,15428,37,929,1,0,-1,15091,-1
2014,15428,27,2934,1,1,4,20088,2010
2010,15445,32,1493,1,0,-1,16488,-1
2011,15445,33,1094,1,1,1,14310,2010
2014,15446,50,1142,1,2,3,15451,2011
2011,15446,47,802,1,1,1,13781,2010
2010,15446,46,323,1,0,-1,13183,-1
2010,15465,52,370,1,0,-1,13417,-1
2013,15465,55,781,1,2,1,12972,2012
2012,15465,54,1365,1,1,2,15190,2010
2010,15467,43,691,1,0,-1,14315,-1
2012,15467,45,862,1,1,2,14166,2010
2014,15475,25,1296,1,1,4,15851,2010
2015,15475,25,1478,1,2,1,16116,2014
2010,15475,41,1565,1,0,-1,16676,-1
2012,15477,37,122,1,1,2,11632,2010
2010,15477,35,339,1,0,-1,13244,-1
2011,15485,44,934,1,1,1,14029,2010
2010,15485,43,1596,1,0,-1,16754,-1
2012,15490,48,95,1,1,2,11407,2010
2010,15490,46,100,1,0,-1,11798,-1
2010,15511,31,1353,1,0,-1,16145,-1
2011,15511,32,1890,1,1,1,16062,2010
2010,15515,28,1101,0,0,-1,15526,-1
2012,15515,30,699,0,1,2,13810,2010
2011,15518,46,1653,0,1,1,15583,2010
2010,15518,45,1710,0,0,-1,17050,-1
2014,15519,50,1334,1,2,3,15943,2011
2011,15519,47,1663,1,1,1,15601,2010
2010,15519,46,860,1,0,-1,14895,-1
2015,15519,50,651,1,3,1,13923,2014
2012,15525,56,1702,1,1,2,15809,2010
2010,15525,54,1379,1,0,-1,16217,-1
2010,15526,36,763,1,0,-1,14499,-1
2012,15526,38,562,1,1,2,13528,2010
2011,15527,36,126,1,1,1,11506,2010
2010,15527,35,151,1,0,-1,12228,-1
2010,15537,33,2174,1,0,-1,18432,-1
2012,15537,35,3360,1,1,2,19820,2010
2010,15544,46,57,1,0,-1,11268,-1
2011,15544,47,122,1,1,1,11455,2010
2014,15544,50,94,1,2,3,11785,2011
2011,15547,36,1117,1,1,1,14357,2010
2012,15547,37,1053,1,2,1,14577,2011
2010,15547,35,1247,1,0,-1,15917,-1
2012,15552,64,3819,1,2,1,22710,2011
2011,15552,63,3471,1,1,1,22591,2010
2010,15552,62,2808,1,0,-1,23087,-1
2012,15569,34,1244,1,1,2,14997,2010
2010,15569,32,728,1,0,-1,14395,-1
2010,15587,38,485,0,0,-1,13801,-1
2011,15587,39,1351,0,1,1,14922,2010
2014,15587,42,523,0,2,3,13870,2011
2011,15589,37,1807,1,1,1,15880,2010
2010,15589,36,1905,1,0,-1,17596,-1
2010,15594,35,991,1,0,-1,15271,-1
2013,15594,38,146,1,1,3,11339,2010
2013,15598,29,2707,1,1,3,14834,2010
2014,15598,30,268,1,2,1,12971,2013
2010,15598,26,462,1,0,-1,13762,-1
2011,15608,17,1183,0,1,1,14503,2010
2010,15608,16,1435,0,0,-1,16354,-1
2013,15610,26,3199,1,3,1,15138,2012
2012,15610,25,1744,1,1,2,15894,2010
2012,15610,48,1082,1,2,0,14637,2012
2010,15610,46,1445,1,0,-1,16373,-1
2011,15611,47,2568,0,1,1,17666,2010
2012,15611,48,2240,0,2,1,16892,2011
2010,15611,46,1818,0,0,-1,17346,-1
2012,15621,44,2318,1,2,1,17022,2011
2011,15621,43,1495,1,1,1,15218,2010
2010,15621,42,1164,1,0,-1,15718,-1
2012,15622,46,3437,0,2,1,20241,2011
2010,15622,44,2270,0,0,-1,18916,-1
2011,15622,45,2705,0,1,1,18071,2010
2010,15623,20,1242,1,0,-1,15892,-1
2013,15623,23,2632,1,1,3,14784,2010
2011,15638,44,1797,0,1,1,15862,2010
2012,15638,45,1966,0,2,1,16296,2011
2010,15638,43,1092,0,0,-1,15514,-1
2011,15639,43,1825,0,1,1,15922,2010
2010,15639,42,1150,0,0,-1,15660,-1
2011,15649,44,2965,1,1,1,18908,2010
2010,15649,43,2358,1,0,-1,19288,-1
2010,15655,69,430,1,0,-1,13685,-1
2011,15655,70,283,1,1,1,12313,2010
2012,15662,26,2178,1,1,2,16732,2010
2010,15662,23,331,1,0,-1,13212,-1
2014,15669,45,1780,1,1,4,16845,2010
2010,15669,41,1525,1,0,-1,16573,-1
2012,15672,43,968,1,1,2,14377,2010
2015,15672,45,1772,1,3,1,16978,2014
2010,15672,41,1217,1,0,-1,15817,-1
2014,15672,45,2523,1,2,2,18723,2012
2011,15673,22,384,1,1,1,12566,2010
2010,15673,21,661,1,0,-1,14254,-1
2011,15675,27,3488,0,1,1,23040,2010
2010,15675,26,2771,0,0,-1,22362,-1
2011,15683,40,1223,1,1,1,14603,2010
2010,15683,39,1325,1,0,-1,16079,-1
2011,15684,49,382,1,1,1,12562,2010
2010,15684,48,269,1,0,-1,12927,-1
2011,15693,55,614,1,1,1,13348,2010
2010,15693,54,850,1,0,-1,14861,-1
2010,15700,43,1171,1,0,-1,15740,-1
2011,15700,44,749,1,1,1,13682,2010
2012,15700,45,690,1,2,1,13785,2011
2012,15701,34,2327,1,1,2,17052,2010
2010,15701,32,2173,1,0,-1,18429,-1
2012,15702,43,3474,0,1,2,20382,2010
2010,15702,41,2751,0,0,-1,22030,-1
2010,15707,33,2542,1,0,-1,20191,-1
2012,15707,35,3467,1,1,2,20368,2010
2011,15708,47,3476,0,1,1,22764,2010
2014,15708,50,2519,0,3,2,18707,2012
2012,15708,48,3745,0,2,1,22105,2011
2010,15708,46,2809,0,0,-1,23121,-1
2011,15711,39,699,1,1,1,13563,2010
2010,15711,38,716,1,0,-1,14378,-1
2010,15726,25,2036,1,0,-1,17961,-1
2013,15726,34,2627,1,1,3,14782,2010
2010,15727,36,1029,1,0,-1,15357,-1
2011,15727,37,1506,1,1,1,15234,2010
2012,15727,38,1139,1,2,1,14764,2011
2010,15731,33,1846,1,0,-1,17432,-1
2012,15731,35,1281,1,1,2,15044,2010
2011,15733,46,2826,0,1,1,18388,2010
2010,15733,45,2143,0,0,-1,18317,-1
2010,15739,49,390,0,0,-1,13524,-1
2011,15739,50,498,0,1,1,13012,2010
2010,15745,36,2348,1,0,-1,19228,-1
2011,15745,37,2059,1,1,1,16445,2010
2011,15748,44,1248,1,1,1,14645,2010
2010,15748,43,1379,1,0,-1,16217,-1
2012,15748,45,2870,1,2,1,18305,2011
2014,15755,31,2028,1,1,4,17397,2010
2010,15755,27,2016,1,0,-1,17901,-1
2011,15764,40,268,1,1,1,12263,2010
2010,15764,39,1261,1,0,-1,15939,-1
2013,15770,52,2497,1,1,3,14688,2010
2010,15770,49,422,1,0,-1,13665,-1
2010,15775,36,1861,1,0,-1,17467,-1
2013,15775,39,2627,1,3,1,14782,2012
2011,15775,37,1416,1,1,1,15070,2010
2012,15775,38,1760,1,2,1,15928,2011
2011,15776,20,328,1,1,1,12446,2010
2010,15776,19,590,1,0,-1,14075,-1
2014,15779,34,2000,0,1,4,17331,2010
2010,15779,22,1472,0,0,-1,16441,-1
2010,15781,40,2234,0,0,-1,18718,-1
2012,15781,42,2606,0,1,2,17715,2010
2010,15786,42,913,1,0,-1,15047,-1
2014,15786,46,785,1,1,4,14563,2010
2012,15789,29,1922,1,1,2,16206,2010
2010,15789,42,1964,1,0,-1,17783,-1
2011,15792,54,2460,1,1,1,17361,2010
2010,15792,53,2330,1,0,-1,19159,-1
2014,15799,42,1617,1,2,2,16465,2012
2012,15799,40,2412,1,1,2,17261,2010
2010,15799,38,1510,1,0,-1,16529,-1
2012,15802,38,1430,0,2,1,15319,2011
2010,15802,36,1784,0,0,-1,17228,-1
2011,15802,37,1892,0,1,1,16066,2010
2010,15808,36,1900,0,0,-1,17586,-1
2012,15808,38,2664,0,1,2,17846,2010
2011,15811,28,3405,0,1,1,21714,2010
2010,15811,27,2216,0,0,-1,18670,-1
2010,15813,34,950,1,0,-1,15153,-1
2011,15813,35,881,1,1,1,13932,2010
2010,15815,35,2438,1,0,-1,19583,-1
2015,15815,40,1933,1,1,5,17564,2010
2010,15823,62,2790,0,0,-1,22754,-1
2011,15823,63,3478,0,1,1,22857,2010
2010,15832,36,245,0,0,-1,12828,-1
2011,15832,37,420,0,1,1,12703,2010
2012,15832,38,468,0,2,1,13239,2011
2010,15842,34,966,1,0,-1,15201,-1
2011,15842,35,1928,1,1,1,16134,2010
2013,15845,37,1293,0,1,3,13652,2010
2010,15845,34,1847,0,0,-1,17436,-1
2015,15848,45,327,1,1,5,12988,2010
2010,15848,43,1318,1,0,-1,16067,-1
2010,15853,42,291,1,0,-1,13033,-1
2013,15853,45,1948,1,1,3,14265,2010
2011,15857,24,3201,0,1,1,20032,2010
2010,15857,23,2770,0,0,-1,22359,-1
2010,15864,42,1366,0,0,-1,16177,-1
2011,15864,43,1632,0,1,1,15523,2010
2012,15864,44,2225,0,2,1,16845,2011
2012,15865,32,451,1,1,2,13182,2010
2010,15865,31,721,1,0,-1,14382,-1
2010,15866,52,1189,1,0,-1,15771,-1
2010,15866,56,813,1,1,0,14717,2010
2010,15871,54,1920,1,0,-1,17634,-1
2011,15871,55,2790,1,1,1,18293,2010
2015,15872,55,201,1,1,5,12456,2010
2015,15872,35,637,1,2,0,13889,2015
2010,15872,40,962,1,0,-1,15190,-1
2010,15877,34,285,1,0,-1,12996,-1
2012,15877,36,210,1,1,2,12189,2010
2010,15882,41,2128,1,0,-1,18266,-1
2013,15882,44,3148,1,2,1,15105,2012
2012,15882,43,2928,1,1,2,18476,2010
2011,15883,36,3396,0,1,1,21588,2010
2010,15883,35,2776,0,0,-1,22470,-1
2010,15891,40,2087,1,0,-1,18132,-1
2011,15891,41,3091,1,1,1,19455,2010
2010,15901,36,1391,1,0,-1,16248,-1
2011,15901,37,1277,1,1,1,14720,2010
2015,15906,50,1631,1,1,5,16497,2010
2010,15906,48,902,1,0,-1,15021,-1
2014,15909,35,414,1,2,3,13544,2011
2010,15909,31,591,1,0,-1,14080,-1
2011,15909,32,188,1,1,1,11822,2010
2012,15922,37,384,1,1,2,12943,2010
2010,15922,35,587,1,0,-1,14061,-1
2010,15923,34,596,1,0,-1,14088,-1
2013,15923,37,2274,1,1,3,14527,2010
2013,15936,41,3245,1,2,2,15172,2011
2011,15936,39,509,1,1,1,13052,2010
2010,15936,38,793,1,0,-1,14648,-1
2014,15940,26,1324,0,1,4,15908,2010
2010,15940,47,2668,0,0,-1,21198,-1
2015,15944,25,463,1,1,5,13355,2010
2010,15944,24,1879,1,0,-1,17536,-1
2010,15945,32,2099,1,0,-1,18170,-1
2011,15945,33,2314,1,1,1,16993,2010
2011,15952,26,450,0,1,1,12823,2010
2010,15952,25,1176,0,0,-1,15749,-1
2011,15953,55,3101,1,1,1,19555,2010
2010,15953,54,2643,1,0,-1,20960,-1
2010,15956,45,1956,1,0,-1,17763,-1
2012,15956,47,2461,1,1,2,17375,2010
2011,15958,27,938,1,1,1,14034,2010
2010,15958,26,845,1,0,-1,14845,-1
2010,15960,26,563,1,0,-1,14021,-1
2011,15960,27,1715,1,1,1,15704,2010
2012,15960,28,1324,1,2,1,15120,2011
2010,15970,29,65,1,0,-1,11364,-1
2013,15970,32,50,1,4,1,10378,2012
2012,15970,40,660,1,2,1,13731,2011
2012,15970,31,45,1,3,0,10750,2012
2011,15970,30,119,1,1,1,11438,2010
2010,15980,29,687,1,0,-1,14306,-1
2011,15980,30,972,1,1,1,14078,2010
2010,15987,58,272,1,0,-1,12942,-1
2011,15987,59,234,1,1,1,12055,2010
2011,15988,31,3056,0,1,1,19309,2010
2010,15988,30,2434,0,0,-1,19567,-1
2013,16001,22,2608,1,1,3,14769,2010
2010,16001,19,755,1,0,-1,14475,-1
2011,16002,28,147,0,1,1,11602,2010
2010,16002,27,143,0,0,-1,12154,-1
2010,16003,41,2334,0,0,-1,19173,-1
2012,16003,43,2137,0,2,1,16639,2011
2011,16003,42,2990,0,1,1,19022,2010
2010,16008,70,2765,1,0,-1,22195,-1
2011,16008,71,3366,1,1,1,21315,2010
2011,16010,49,599,1,1,1,13310,2010
2014,16010,52,446,1,2,3,13640,2011
2010,16010,48,1274,1,0,-1,15972,-1
2012,16013,48,3664,0,1,2,21438,2010
2010,16013,46,2720,0,0,-1,21674,-1
2011,16014,30,2568,1,1,1,17666,2010
2010,16014,29,1803,1,0,-1,17295,-1
2012,16018,62,3434,1,2,1,20216,2011
2011,16018,61,3385,1,1,1,21433,2010
2010,16018,60,2726,1,0,-1,21712,-1
2010,16028,37,261,1,0,-1,12896,-1
2013,16028,40,257,1,1,3,11825,2010
2010,16048,19,871,1,0,-1,14927,-1
2015,16048,20,547,1,1,5,13622,2010
2011,16049,39,142,1,1,1,11576,2010
2010,16049,45,1367,1,0,-1,16178,-1
2011,16052,54,2678,1,1,1,17991,2010
2010,16052,53,2590,1,0,-1,20516,-1
2011,16059,23,1125,0,1,1,14376,2010
2010,16059,22,1263,0,0,-1,15944,-1
2012,16059,24,1743,0,2,1,15889,2011
2011,16066,39,191,1,1,1,11849,2010
2010,16066,38,495,1,0,-1,13829,-1
2011,16067,29,2695,1,1,1,18030,2010
2010,16067,28,2571,1,0,-1,20377,-1
